date,ticker,close,weight,kinetic_energy,efficiency,leverage_mult,market_state,decision_reason,nifty_vol,fwd_return,net_pnl,structure_tag,meta_scale,capital_scale,adaptive_scale,genome_scale,family_scale,drift_scale
2021-12-03,KPITTECH.NS,497.85,0.12141916255943706,0.01719110693587058,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18450000762939453,0.004921160992266724,59.75232465011939,VACUUM,1.0,0.4047305418647902,1.5,1.0,1.0,1.0
2021-12-03,BSE.NS,208.62,0.12141916255943706,0.012811294482291548,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18450000762939453,0.11945163455085796,1450.3717433521092,VACUUM,1.0,0.4047305418647902,1.5,1.0,1.0,1.0
2021-12-03,POWERGRID.NS,154.58,0.12141916255943706,0.007546297050344478,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18450000762939453,-0.016755078276620542,-203.43875729650824,VACUUM,1.0,0.4047305418647902,1.5,1.0,1.0,1.0
2021-12-03,ADANIENT.NS,1655.98,0.12141916255943706,0.004575775887553886,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18450000762939453,0.018907233179144643,229.57004189277455,VACUUM,1.0,0.4047305418647902,1.5,1.0,1.0,1.0
2021-12-10,BSE.NS,233.54,0.11772831158137104,0.018732901451101194,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16059999465942382,-0.06833947075447452,-804.549050628877,VACUUM,1.0,0.3924277052712368,1.5,1.0,1.0,1.0
2021-12-10,KPITTECH.NS,500.3,0.11772831158137104,0.009549400693229706,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16059999465942382,-0.03737757345592642,-440.0398613974889,VACUUM,1.0,0.3924277052712368,1.5,1.0,1.0,1.0
2021-12-10,POWERGRID.NS,151.99,0.11772831158137104,0.0057971510106919,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16059999465942382,0.03598920981643528,423.694890683663,VACUUM,1.0,0.3924277052712368,1.5,1.0,1.0,1.0
2021-12-10,CDSL.NS,764.73,0.07848554105424736,0.0004265486206795479,1.0,1.0,BULL_TURBO,Standard Entry,0.16059999465942382,0.018464033057418963,144.91596245550363,VACUUM,1.0,0.3924277052712368,1.0,1.0,1.0,1.0
2021-12-17,BSE.NS,217.58,0.11730808147028918,0.020329845082710074,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1634000015258789,-0.05009651622391766,-587.6726206572996,VACUUM,1.0,0.3910269382342973,1.5,1.0,1.0,1.0
2021-12-17,CDSL.NS,778.85,0.11730808147028918,0.00615275144110489,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1634000015258789,-0.06040957822430515,-708.6531723922595,VACUUM,1.0,0.3910269382342973,1.5,1.0,1.0,1.0
2021-12-17,KPITTECH.NS,481.6,0.11730808147028918,0.005976841176347492,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1634000015258789,0.1193936877076412,1400.5844444646239,VACUUM,1.0,0.3910269382342973,1.5,1.0,1.0,1.0
2021-12-17,POWERGRID.NS,157.46,0.11730808147028918,0.0026778149179244163,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1634000015258789,-0.02165629366188236,-254.0458261232603,VACUUM,1.0,0.3910269382342973,1.5,1.0,1.0,1.0
2021-12-24,BSE.NS,206.68,0.16212218989224375,0.00909598876840465,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16149999618530272,0.03140119992258555,509.0831296693724,VACUUM,1.0,0.5404072996408125,1.5,1.0,1.0,1.0
2021-12-24,INFY.NS,1863.5,0.16212218989224375,0.004298088139915307,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16149999618530272,0.01301314730346123,210.97199382274812,VACUUM,1.0,0.5404072996408125,1.5,1.0,1.0,1.0
2021-12-24,ASIANPAINT.NS,3284.8,0.16212218989224375,0.0032062999102795008,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16149999618530272,0.02988005358012653,484.4219720507691,VACUUM,1.0,0.5404072996408125,1.5,1.0,1.0,1.0
2021-12-24,KPITTECH.NS,539.1,0.16212218989224375,0.0029444986517599215,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16149999618530272,0.13698757187905772,2220.8725141053987,VACUUM,1.0,0.5404072996408125,1.5,1.0,1.0,1.0
2021-12-31,KPITTECH.NS,612.95,0.18774422053631373,0.009007482205731946,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1621999931335449,0.16037197161269262,3010.891080629681,VACUUM,1.0,0.625814068454379,1.5,1.0,1.0,1.0
2021-12-31,SUNPHARMA.NS,845.7,0.18774422053631373,0.005917223620289639,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1621999931335449,-0.019806077805368333,-371.8476639450461,VACUUM,1.0,0.625814068454379,1.5,1.0,1.0,1.0
2021-12-31,INFY.NS,1887.75,0.18774422053631373,0.0054970786380727525,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1621999931335449,-0.03890875380744275,-730.4893655617668,VACUUM,1.0,0.625814068454379,1.5,1.0,1.0,1.0
2021-12-31,ASIANPAINT.NS,3382.95,0.18774422053631373,0.004209032978494838,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1621999931335449,0.057154258856914934,1073.0381779422198,VACUUM,1.0,0.625814068454379,1.5,1.0,1.0,1.0
2022-01-07,KPITTECH.NS,711.25,0.17992903546323885,0.01606145108894852,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17600000381469727,-0.03852372583479786,-693.1536831905435,VACUUM,1.0,0.5997634515441296,1.5,1.0,1.0,1.0
2022-01-07,TITAN.NS,2572.7,0.17992903546323885,0.00629681738285442,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17600000381469727,0.007793368834298668,140.22533373646255,VACUUM,1.0,0.5997634515441296,1.5,1.0,1.0,1.0
2022-01-07,SUNPHARMA.NS,828.95,0.17992903546323885,0.0060660035423339195,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17600000381469727,0.037155437601785336,668.5342049903793,VACUUM,1.0,0.5997634515441296,1.5,1.0,1.0,1.0
2022-01-07,ASIANPAINT.NS,3576.3,0.17992903546323885,0.004031915712106883,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17600000381469727,-0.05925118138858599,-1066.1007917305687,VACUUM,1.0,0.5997634515441296,1.5,1.0,1.0,1.0
2022-01-14,KPITTECH.NS,683.85,0.20191947583906472,0.02220415959574328,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16559999465942382,-0.015061782554653898,-304.12672386376846,VACUUM,1.0,0.6730649194635491,1.5,1.0,1.0,1.0
2022-01-14,BAJFINANCE.NS,783.22,0.20191947583906472,0.009277919324145019,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16559999465942382,-0.05852761676157405,-1181.7865698606693,VACUUM,1.0,0.6730649194635491,1.5,1.0,1.0,1.0
2022-01-14,TITAN.NS,2592.75,0.20191947583906472,0.008920010126566286,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16559999465942382,-0.024915630122456817,-503.09509745264927,VACUUM,1.0,0.6730649194635491,1.5,1.0,1.0,1.0
2022-01-14,ICICIBANK.NS,820.0,0.20191947583906472,0.0078032444316629024,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16559999465942382,-0.018902439024390243,-381.677057988476,VACUUM,1.0,0.6730649194635491,1.5,1.0,1.0,1.0
2022-01-14,ANGELONE.NS,1322.05,0.20191947583906472,0.007046941792234984,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.16559999465942382,0.14481297984191221,2924.056098437196,VACUUM,1.0,0.6730649194635491,1.5,1.0,1.0,1.0
2022-01-21,KPITTECH.NS,673.55,0.2276270112744499,0.013257697646958704,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18889999389648438,-0.04053151213718351,-922.6066970221175,VACUUM,1.0,0.7587567042481663,1.5,1.0,1.0,1.0
2022-01-21,ANGELONE.NS,1513.5,0.2276270112744499,0.012372246558367798,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18889999389648438,-0.07836141394119585,-1783.7174454674423,VACUUM,1.0,0.7587567042481663,1.5,1.0,1.0,1.0
2022-01-21,HAL.NS,709.08,0.2276270112744499,0.008967149961420397,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18889999389648438,0.01800925142438086,409.9392077021945,VACUUM,1.0,0.7587567042481663,1.5,1.0,1.0,1.0
2022-01-21,TRENT.NS,1181.85,0.2276270112744499,0.00755432435812429,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18889999389648438,-0.1271734991750222,-2894.812353052402,VACUUM,1.0,0.7587567042481663,1.5,1.0,1.0,1.0
2022-01-28,ANGELONE.NS,1406.25,0.18577663439238196,0.010560277474190027,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.20700000762939452,-0.015644444444444443,-290.6372235827486,VACUUM,1.0,0.6192554479746065,1.5,1.0,1.0,1.0
2022-01-28,HAL.NS,708.55,0.18577663439238196,0.009105802812590522,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.20700000762939452,-0.011925763883988331,-221.55282769255734,VACUUM,1.0,0.6192554479746065,1.5,1.0,1.0,1.0
2022-01-28,SBIN.NS,523.45,0.18577663439238196,0.005306008408002547,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.20700000762939452,0.01308625465660504,243.11203469057205,VACUUM,1.0,0.6192554479746065,1.5,1.0,1.0,1.0
2022-01-28,NTPC.NS,140.15,0.18577663439238196,0.0035776401156882662,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.20700000762939452,-0.042454513021762515,-788.7056543950594,VACUUM,1.0,0.6192554479746065,1.5,1.0,1.0,1.0
2022-02-04,ANGELONE.NS,1384.25,0.198600128015002,0.006376494576573585,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18899999618530272,-0.05584251399674911,-1109.0330428433913,VACUUM,1.0,0.6620004267166734,1.5,1.0,1.0,1.0
2022-02-04,HAL.NS,700.1,0.198600128015002,0.006219351472195991,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18899999618530272,-0.014455077846022003,-287.07803106867885,VACUUM,1.0,0.6620004267166734,1.5,1.0,1.0,1.0
2022-02-04,SBIN.NS,530.3,0.198600128015002,0.003969287332979173,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18899999618530272,-0.0013200075429001166,-26.215366700073137,VACUUM,1.0,0.6620004267166734,1.5,1.0,1.0,1.0
2022-02-04,BSE.NS,246.67,0.198600128015002,0.003609270166778309,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.18899999618530272,0.023148335833299585,459.72624598275553,VACUUM,1.0,0.6620004267166734,1.5,1.0,1.0,1.0
2022-02-11,BSE.NS,252.38,0.2141595697053677,0.004778062181795779,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1868000030517578,-0.0038037879388224424,-81.46175882286818,VACUUM,1.0,0.7138652323512257,1.5,1.0,1.0,1.0
2022-02-11,SUNPHARMA.NS,880.1,0.2141595697053677,0.0037535528055438042,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1868000030517578,-0.019543233723440568,-418.53705248634634,VACUUM,1.0,0.7138652323512257,1.5,1.0,1.0,1.0
2022-02-11,ITC.NS,194.44,0.2141595697053677,0.0034141944162902594,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1868000030517578,-0.023194815881505817,-496.7391788578514,VACUUM,1.0,0.7138652323512257,1.5,1.0,1.0,1.0
2022-02-11,SBIN.NS,529.6,0.2141595697053677,0.0033389373410680225,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1868000030517578,-0.027001510574018256,-578.2631885926686,VACUUM,1.0,0.7138652323512257,1.5,1.0,1.0,1.0
2022-02-18,BSE.NS,251.42,0.18096362263806526,0.00678135885391076,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.22170000076293944,-0.13706149073263854,-2480.3143887151878,VACUUM,1.0,0.6032120754602175,1.5,1.0,1.0,1.0
2022-02-25,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Canary Died / VIX Spike [CAUTION: Sharpe -0.34],0.2673999977111816,0.0,0.0,SAFE,,,,,,
2022-03-04,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Canary Died / VIX Spike [CAUTION: Sharpe -0.26],0.2795999908447266,0.0,0.0,SAFE,,,,,,
2022-03-11,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Canary Died / VIX Spike [CAUTION: Sharpe -0.18],0.2535000038146973,0.0,0.0,SAFE,,,,,,
2022-03-25,BSE.NS,295.32,0.11516486235806928,0.023663615815728133,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.2343000030517578,0.0556345658946228,640.7147123605171,VACUUM,1.0,0.3838828745268976,1.5,1.0,1.0,1.0
2022-03-25,ANGELONE.NS,1608.4,0.11516486235806928,0.013747107477447696,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.2343000030517578,-0.04075478736632689,-469.3519477475417,VACUUM,1.0,0.3838828745268976,1.5,1.0,1.0,1.0
2022-03-25,TRENT.NS,1261.3,0.11516486235806928,0.01114830472884061,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.2343000030517578,0.005668754459684525,65.28413270912597,VACUUM,1.0,0.3838828745268976,1.5,1.0,1.0,1.0
2022-03-25,ITC.NS,216.85,0.11516486235806928,0.009908765054462096,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.2343000030517578,-0.00018445930366609196,-2.1243230317370787,VACUUM,1.0,0.3838828745268976,1.5,1.0,1.0,1.0
2022-03-25,JSWSTEEL.NS,721.35,0.11516486235806928,0.00854297659195261,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.2343000030517578,0.015041242115477955,173.22225779234134,VACUUM,1.0,0.3838828745268976,1.5,1.0,1.0,1.0
2022-04-01,ANGELONE.NS,1542.85,0.13843377058474873,0.013169011971421934,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1843000030517578,0.10218102861587329,1414.5305073523448,VACUUM,1.0,0.4614459019491624,1.5,1.0,1.0,1.0
2022-04-01,BSE.NS,311.75,0.13843377058474873,0.013029977484209289,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1843000030517578,-0.035701684041700064,-494.23187381178917,VACUUM,1.0,0.4614459019491624,1.5,1.0,1.0,1.0
2022-04-01,ADANIENT.NS,1981.29,0.13843377058474873,0.011837789100422057,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1843000030517578,0.06228770144703696,862.2721372370437,VACUUM,1.0,0.4614459019491624,1.5,1.0,1.0,1.0
2022-04-01,TRENT.NS,1268.45,0.13843377058474873,0.00913550111157311,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1843000030517578,0.0009460365012417088,13.096339997769308,VACUUM,1.0,0.4614459019491624,1.5,1.0,1.0,1.0
2022-04-01,JSWSTEEL.NS,732.2,0.13843377058474873,0.00875369545927082,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.1843000030517578,0.033324228352909005,461.3198582720384,VACUUM,1.0,0.4614459019491624,1.5,1.0,1.0,1.0
2022-04-08,ADANIENT.NS,2104.7,0.19372325270478047,0.01264741891823758,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17690000534057618,-0.001221076638000527,-23.655093811527983,VACUUM,1.0,0.6457441756826016,1.5,1.0,1.0,1.0
2022-04-08,ANGELONE.NS,1700.5,0.19372325270478047,0.010699296811248774,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17690000534057618,-0.00014701558365186709,-2.848033706333144,VACUUM,1.0,0.6457441756826016,1.5,1.0,1.0,1.0
2022-04-08,NTPC.NS,152.05,0.19372325270478047,0.007667557209395723,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17690000534057618,0.056560341992765495,1095.7053424933317,VACUUM,1.0,0.6457441756826016,1.5,1.0,1.0,1.0
2022-04-08,JSWSTEEL.NS,756.6,0.19372325270478047,0.007153437461521639,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17690000534057618,-0.013481363996827974,-261.1653684362635,VACUUM,1.0,0.6457441756826016,1.5,1.0,1.0,1.0
2022-04-08,HAL.NS,810.1,0.19372325270478047,0.00706070989270868,1.0,1.5,BULL_TURBO,Turbo (High Energy),0.17690000534057618,0.0434884582150352,842.4725580532549,VACUUM,1.0,0.6457441756826016,1.5,1.0,1.0,1.0
2022-04-22,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Broad Market Trend,0.18350000381469728,0.0,0.0,SAFE,,,,,,
2022-04-29,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Broad Market Trend,0.19420000076293945,0.0,0.0,SAFE,,,,,,
2022-05-06,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Broad Market Trend,0.2125,0.0,0.0,SAFE,,,,,,
2022-05-13,CASH,1.0,1.0,0.0,0.0,0.0,BEAR_DEFENSE,Broad Market Trend [KILL-SWITCH: Sharpe -0.62],0.23489999771118164,0.0,0.0,SAFE,,,,,,
